order_id,star,message_ko
66e4624ae69e7dc89bd50222b59f581f,1,2개 주문했는데 둘 다 결제했는데 1개만 왔어요. 그래서 저는 전혀 만족스럽지 못하며 이 오류가 수정되었으면 좋겠습니다.
a685d016c8a26f71a0bb67821070e398,1,나는받지 못했다
634e8f4c0f6744a626f77f39770ac6aa,1,충전된 제품과 가격이 매우 좋습니다!
af5b0604e113e1526593d505a26ef39d,1,안녕하십니까. 식기건조대를 받지 못했습니다. 아직 기다리고 있습니다.
9d531c565e28c3e0d756192f84d8731f,1,현재까지 집에서 제품을 받지 못했습니다.
01a75ac3dd000b7628a684be97c29234,1,내가 받지 못한 제품을 어떻게 평가하나요?
5164933efe0cd14f31424b9badf81f19,1,제품이 기대에 미치지 못함
f4471dae8c482f51aa1826cd9f5d4433,1,오래된 제품을 받았어요
93ec3e2c9a4beee38c28973d307093e1,1,가장 중요한 부분으로 꼽히는 FLANGE 의자가 사라졌습니다.
615ae1b88a25a4ac47fbf55c9c847b6e,1,퀸 시트를 구입했는데 베갯잇이 70 x 50 베개에 맞지 않습니다. 너무 작고 좁다!!!언제나 좋은 제품을 선보이던 바라테온이 아쉬운 점을 남겼습니다!!!
4f7e398a1ddb1c349465b42b6865c60b,1,"제품이 마음에 들지 않았습니다. 내가 상상했던 것과, 예상했던 것과 달랐습니다."
db0d194c127a36909de3bda3edad30bc,1,정확한 금액을 받지 못했습니다. Targaryen의 입장을 기다리고 있지만 지금까지 아무런 피드백도 받지 못했습니다.
6de3383be650cfe96aed26171ad65c47,1,"좋은 아침입니다. DHEA를 받지 못했고 재활용품만 받았습니다. 어떤 절차를 밟아야 하나요?이 문제를 해결해야 합니다.
감사합니다"
faa911f9ff46e53aedc9408c5d6a24ad,1,저는 두 개의 수저 홀더를 구입했는데 지금까지 두 개의 제품이 포함된 NF와 함께 한 개만 받았습니다.
f30607daae66843552e00843c6de88ef,1,"소비자를 더욱 존중하는, 선물용이었습니다!!"
9472d3c8a0ad463cbfc89897334431da,1,아직 제품을 받지 못했습니다.
8ca57f2b32c00588cab243b2115441f5,1,제품 반품에 대해 알고 싶습니다. 반품을 확인하는 데 48시간이 소요되고 아직까지 아무 것도 없다고 했기 때문입니다.
bcdbb3b243d4e882503b919785e2343f,1,"음, 제품은 좋은데 라디오 5개 샀는데 3개만 왔어요"
c3716204ec5bc2bc5593bee858279148,1,내 제품에는 긁힌 케이블이 함께 제공되었습니다. 제품이 중고처럼 보입니다.
d30680568af2e9f0aeba3420292df26d,1,그들은 아무것도 제공하지 않았고 만족을 주지도 않았습니다!나는 돌아올 것이다
1a7ee01992a69255a005e9db8a96d898,1,제품을 구매했는데 다른 제품이 왔습니다.
376a342d70faa7a733b871acc701def8,1,아직 구매한 상품을 받지 못했습니다.
d0e9849de800fdb4cb3b5e6d42c6b367,1,솔기에 결함이 있는 제품입니다.
aa2e81559d88cca16ac122e7627078c8,1,아직도 기다리고 있어
492bed007520827cbed51959e4ce4385,1,상품을 받았는데 색상이 잘못왔어요.
c761a8b74f1e876bc5efc4186f720e27,1,"싱글퀼트 2개를 구매했는데 제품은 1개만 왔습니다.
그리고 지금까지 나는 다른 이불을 받지 못했습니다."
444ebbf5602b5acdad22e0b4a9951bda,1,올바른 제품을 받았지만 매우 약해서 조립 중에 깨지기 시작했습니다.
911ac4b6a3d83be295853192aa63fbaa,1,"필름은 젤이 아닙니다.플라스틱으로 만들어졌고, 커버도 끔찍한 플라스틱으로 만들어졌습니다.

쓰레기통에 버려야 했어요."
afffe744c625af23449137b8f832e630,1,제 시간에 배달되지 않았고 그들과 대화할 수 없기 때문에 추천하지 않습니다. Targaryen은 매우 나쁩니다.
99c0817d6ecd5fe55d21540917f1f5f9,1,상품이 잘못왔어요
9115302ab0ba4c1f3499709b47bd00a1,1,"두 제품 결제했는데..
딱 한개만 배달됐어요
법원에 항소하겠습니다"
